index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
273960,95,2,24/09/2013,1099,1,1,0,0,10017.879
12104,208,1,28/10/2013,323,1,0,0,0,3392.9277
361202,249,2,08/07/2014,449,1,0,0,0,4362.5273
79347,887,3,20/03/2013,614,1,1,0,0,6378.3853
462803,73,1,28/04/2014,601,1,1,0,1,7132.309
141713,13,4,02/04/2015,501,1,1,0,1,5404.3115
703618,1049,2,03/09/2013,580,1,0,0,1,5177.3193
308360,144,4,05/02/2015,769,1,1,0,0,7630.1294
317995,847,3,14/08/2013,1018,1,1,0,1,9369.393
364408,796,3,08/05/2013,717,1,0,0,0,6112.1045
27886,396,4,11/06/2015,1139,1,0,0,0,8445.945
706814,1080,7,15/09/2013,0,0,0,0,0,0.14056402
514516,675,5,26/09/2014,338,1,0,0,0,3479.1382
577373,1099,1,01/12/2014,1236,1,1,0,0,11934.215
190561,791,1,11/05/2015,858,1,0,0,0,6696.9277
92512,1014,2,24/03/2015,1476,1,0,0,0,10441.945
565163,487,2,04/11/2014,737,1,1,0,0,7629.486
500246,427,3,13/02/2013,701,1,0,0,1,5964.8467
223708,254,5,14/11/2014,282,1,1,0,0,3414.211
555732,43,5,31/01/2014,710,1,0,0,0,6582.0312
654150,1074,2,09/06/2015,421,1,0,0,0,4096.498
558350,549,6,29/06/2013,380,1,0,0,0,3581.2056
52167,1095,2,08/01/2013,720,1,1,0,0,7475.2617
296981,295,1,28/10/2013,612,1,0,0,1,5606.559
332143,319,1,14/10/2013,863,1,0,0,1,7549.2227
426553,1002,4,10/04/2014,642,1,0,0,0,5543.69
481847,448,6,06/12/2014,544,1,0,0,0,5399.092
100496,527,2,03/09/2013,1046,1,0,0,1,8813.753
706377,255,5,12/04/2013,652,1,1,0,0,6566.8
599169,581,5,04/07/2014,651,1,1,0,0,6566.8
55294,185,6,05/01/2013,550,1,0,0,0,5434.2085
218737,244,6,22/11/2014,538,1,0,0,0,5282.6455
266706,1082,6,05/01/2013,877,1,0,0,0,7793.0464
441953,216,5,20/03/2015,837,1,1,0,0,8032.0576
127184,350,4,05/03/2015,508,1,1,0,0,5524.5244
312223,748,1,31/03/2014,822,1,1,0,0,9104.487
583377,718,1,08/12/2014,962,1,0,0,0,7389.1333
523743,739,5,21/02/2014,789,1,1,0,0,7859.078
476775,614,7,21/12/2014,0,0,0,0,0,0.14056402
620142,673,2,18/02/2014,615,1,1,0,0,6763.404
460092,83,1,10/06/2013,367,1,0,0,0,3721.6873
169260,976,3,18/09/2013,598,1,0,0,0,5287.6655
177084,637,6,06/04/2013,518,1,0,0,0,5162.027
645354,122,2,07/01/2014,714,1,1,0,0,7467.434
645737,898,1,24/11/2014,1013,1,1,0,0,10545.585
272578,1080,4,26/06/2014,710,1,0,0,0,6089.8145
600374,291,1,30/03/2015,1290,1,1,0,0,12549.15
566038,24,4,03/01/2013,711,1,0,0,1,6101.106
381862,1096,7,18/08/2013,0,0,0,0,0,0.14056402
535335,637,5,30/05/2014,860,1,0,0,0,7391.204
499411,1002,2,02/06/2015,850,1,1,0,0,8614.59
625219,666,1,10/03/2014,497,1,0,0,0,4643.025
61823,1089,7,24/11/2013,0,0,0,0,0,0.14056402
653471,334,6,31/08/2013,515,1,0,0,0,5063.94
441789,300,6,30/08/2014,951,1,0,0,1,8232.356
155435,207,1,22/09/2014,1166,1,0,0,0,8988.387
226567,683,3,27/05/2015,854,1,0,0,0,6738.7524
107330,1094,2,14/05/2013,394,1,1,0,0,4777.374
149417,700,4,09/07/2015,576,1,0,0,0,5152.1396
191690,959,2,26/08/2014,744,1,0,0,0,5985.646
146544,766,7,22/06/2014,0,0,0,0,0,0.14056402
383603,1011,6,08/06/2013,977,1,0,0,0,8167.114
452941,570,5,13/12/2013,676,1,0,0,0,6114.2695
629103,685,2,10/09/2013,689,1,1,0,0,7341.006
30258,158,3,16/04/2014,681,1,1,0,1,7200.477
219501,66,5,29/05/2015,522,1,0,0,1,4927.1055
528607,76,2,30/07/2013,1080,1,1,0,0,9954.213
397525,572,3,16/10/2013,458,1,0,0,0,4341.257
314281,184,6,11/10/2014,510,1,0,0,0,4984.2593
489418,1034,5,06/12/2013,775,1,1,0,0,7746.066
182776,559,7,11/08/2013,0,0,0,0,0,0.14056402
335928,862,2,23/12/2014,1561,1,0,0,1,11606.987
198358,171,2,11/11/2014,962,1,1,0,0,9169.06
400219,33,7,07/12/2014,0,0,0,0,0,0.14056402
427476,936,4,27/11/2014,963,1,1,0,0,8637.189
31892,948,2,18/02/2014,1682,1,1,0,0,13953.895
109374,371,6,04/05/2013,551,1,0,0,0,5434.2085
385320,242,1,05/05/2014,378,1,1,0,0,4723.046
517169,133,5,17/01/2014,622,1,0,0,0,5745.202
369733,1031,1,15/12/2014,681,1,1,0,0,7833.114
71343,850,4,07/02/2013,710,1,1,0,0,7078.9604
42363,860,5,05/06/2015,833,1,1,0,0,7986.7896
612665,836,6,06/07/2013,301,1,0,0,0,2740.9412
428563,965,6,30/11/2013,908,1,0,0,0,7991.4546
610249,1096,1,26/01/2015,763,1,1,0,0,8417.282
669222,504,3,03/09/2014,836,1,1,0,1,8292.662
484348,230,1,30/12/2013,1327,1,0,0,1,11760.438
194089,826,1,02/12/2013,1170,1,1,0,0,11538.855
328888,975,2,30/07/2013,767,1,1,0,1,8077.512
485880,602,2,28/10/2014,547,1,0,0,1,5065.7285
699868,953,5,19/09/2014,553,1,1,0,0,5834.8784
265929,187,6,02/11/2013,491,1,0,0,0,4908.107
154648,792,5,18/10/2013,599,1,0,0,0,5593.7754
376328,1035,4,27/11/2014,744,1,1,0,0,7307.03
530275,523,3,29/07/2015,1515,1,1,0,1,12552.445
441109,723,4,04/04/2013,461,1,0,0,1,4437.487
26050,1025,7,26/05/2013,0,0,0,0,0,0.14056402
247671,18,7,04/01/2015,0,0,0,0,0,0.14056402
615467,997,3,03/09/2014,378,1,1,0,1,4367.9614
267972,400,6,05/10/2013,805,1,0,0,0,7183.5557
22318,1047,2,09/07/2013,491,1,0,0,0,4585.1934
430083,819,1,02/09/2013,472,1,0,0,0,4480.0664
510014,668,1,02/06/2014,1562,1,1,0,0,14730.87
343803,585,4,22/01/2015,666,1,0,0,0,5776.6704
85161,99,1,10/03/2014,404,1,0,0,0,4015.406
505852,965,6,22/11/2014,847,1,0,0,0,7588.422
266131,590,4,21/02/2013,376,1,1,0,0,4243.949
397091,709,2,02/06/2015,1682,1,1,0,0,13953.895
112013,58,7,20/10/2013,0,0,0,0,0,0.14056402
492019,409,7,09/02/2014,0,0,0,0,0,0.14056402
73240,850,6,04/04/2015,826,1,0,0,0,7387.4146
203948,1058,3,06/03/2013,737,1,1,0,0,7463.228
603210,1067,7,13/04/2014,0,0,0,0,0,0.14056402
82813,777,1,21/04/2014,0,0,0,b,1,-1.5614696
634511,155,3,21/05/2014,632,1,1,0,0,6476.374
28171,598,1,29/06/2015,871,1,1,0,0,9388.168
198571,493,2,01/07/2014,902,1,1,0,0,8961.946
70073,628,7,03/08/2014,0,0,0,0,1,3.4545376
551321,524,1,30/12/2013,1193,1,0,0,1,10416.589
509286,966,4,04/04/2013,585,1,0,0,1,5211.399
24413,1022,5,27/12/2013,791,1,0,0,1,6795.5527
367168,380,3,05/03/2014,1720,1,1,0,0,13890.569
103724,132,3,14/01/2015,579,1,1,0,0,6197.83
704886,400,5,26/06/2015,999,1,0,0,0,8136.4136
568270,988,4,29/08/2013,790,1,1,0,0,7865.017
627934,906,2,19/03/2013,1476,1,1,0,0,13365.783
520091,1028,2,05/11/2013,689,1,1,0,0,7341.006
505933,1100,6,23/03/2013,484,1,0,0,0,4768.7563
67603,759,1,14/01/2013,607,1,0,0,0,5303.7637
96570,223,1,27/10/2014,716,1,0,0,0,5917.176
696883,936,7,15/03/2015,0,0,0,0,0,0.14056402
216455,780,6,11/07/2015,341,1,0,0,0,3240.7854
472114,259,5,28/11/2014,2677,1,1,0,0,15650.715
437836,131,6,09/11/2013,582,1,0,0,0,5720.2515
467331,251,3,28/01/2015,2241,1,1,0,0,16654.477
423483,1079,6,17/01/2015,517,1,0,0,0,5162.027
533535,1003,3,05/03/2014,1029,1,1,0,0,9307.695
82465,980,4,05/09/2013,450,1,0,0,0,4401.508
245480,654,2,27/01/2015,766,1,1,0,0,7867.7056
155723,966,4,25/07/2013,517,1,0,0,1,4743.3916
167485,1020,1,22/09/2014,929,1,0,0,0,7161.9976
574217,969,3,19/03/2014,610,1,1,0,0,6360.075
307718,1038,2,07/04/2015,490,1,0,0,1,4603.221
250666,516,3,09/07/2014,453,1,0,0,1,4365.0337
233447,733,1,14/01/2013,3171,1,0,0,0,16860.22
9408,595,6,31/05/2014,1881,1,0,0,0,13287.51
532318,260,3,16/07/2014,962,1,1,0,1,9095.946
213221,768,6,02/02/2013,1251,1,0,0,0,9829.078
149118,940,1,14/01/2013,627,1,0,0,0,5487.294
643815,364,4,27/06/2013,563,1,0,0,0,5061.5625
205464,506,3,22/07/2015,763,1,0,0,1,6205.1675
172737,671,3,29/05/2013,507,1,1,0,1,5616.037
358803,300,6,24/01/2015,862,1,0,0,0,7754.633
432064,84,2,17/06/2014,1563,1,1,0,0,13623.846
243176,219,4,07/05/2015,455,1,1,0,0,5028.3926
165487,934,5,22/03/2013,764,1,1,0,0,7673.45
206630,125,3,01/04/2015,1906,1,1,0,1,15358.931
380228,176,3,04/12/2013,757,1,1,0,0,7603.113
278339,223,2,26/11/2013,675,1,0,0,0,5647.8013
125602,326,1,14/07/2014,429,1,1,0,0,5323.562
707930,339,2,27/08/2013,745,1,1,0,0,7610.83
647013,872,3,08/04/2015,659,1,0,0,1,5753.1304
404917,579,7,23/11/2014,0,0,0,0,0,0.14056402
607690,974,5,28/02/2014,1599,1,0,0,0,11747.826
63394,979,7,12/04/2015,0,0,0,0,0,0.14056402
334403,880,3,04/06/2014,806,1,1,0,0,7998.7705
440195,910,7,31/03/2013,0,0,0,0,0,0.14056402
87636,1084,6,04/07/2015,614,1,0,0,0,5949.3857
189540,92,5,12/06/2015,453,1,0,0,0,4507.666
18218,14,6,20/06/2015,402,1,0,0,0,3837.1191
396021,587,1,30/12/2013,960,1,0,0,1,8523.0
442052,230,4,24/10/2013,856,1,1,0,0,8086.008
397202,689,6,15/03/2014,589,1,0,0,0,5748.8584
251121,599,1,13/05/2013,1096,1,1,0,0,11100.241
463013,596,7,22/12/2013,0,0,0,0,0,0.14056402
655331,576,1,11/03/2013,749,1,0,0,0,6236.073
327407,141,4,26/06/2014,493,1,0,0,0,4655.7754
355157,751,1,21/04/2014,0,0,0,b,1,-1.5614696
654124,877,5,01/03/2013,925,1,0,0,0,7670.164
602473,375,2,23/04/2013,948,1,1,0,0,9097.876
414480,230,1,08/12/2014,988,1,0,0,0,7505.9424
574764,545,3,22/01/2014,1087,1,1,0,0,9578.349
136740,1022,1,04/03/2013,1093,1,1,0,0,11100.241
240843,597,3,20/08/2014,756,1,1,0,1,7727.797
130323,559,7,08/06/2014,0,0,0,0,0,0.14056402
688030,1024,6,18/07/2015,825,1,0,0,0,7387.4146
43133,36,2,17/03/2015,1205,1,1,0,0,11009.377
172856,702,2,28/05/2013,351,1,1,0,1,4276.13
446048,623,7,10/02/2013,0,0,0,0,0,0.14056402
36534,105,4,17/10/2013,483,1,0,0,0,4551.016
612801,902,2,19/11/2013,648,1,1,0,0,6984.248
256750,11,6,11/04/2015,786,1,0,0,0,7008.0396
623446,1039,5,28/06/2013,629,1,0,0,0,5833.0586
63314,102,1,16/02/2015,1174,1,1,0,0,11538.855
238452,543,5,18/10/2013,175,1,0,0,1,1575.9078
43919,827,4,02/01/2014,1910,1,0,0,1,12652.879
258378,110,3,08/10/2014,647,1,1,0,0,6659.757
59774,945,1,05/01/2015,698,1,1,0,1,7991.711
31637,582,3,12/03/2014,749,1,0,0,0,6226.5415
673741,554,4,16/01/2014,428,1,0,0,0,4262.0024
659942,486,2,08/07/2014,384,1,0,0,1,3742.6328
349639,637,6,15/02/2014,520,1,0,0,0,5167.096
394865,806,5,31/01/2014,578,1,0,0,0,5430.9116
255648,887,6,21/06/2014,462,1,0,0,0,4518.471
379128,374,6,04/04/2015,668,1,0,0,0,6443.0083
540897,1025,5,04/01/2013,804,1,0,0,1,6867.6113
662220,638,2,06/08/2013,431,1,0,0,1,4223.37
160268,123,6,09/05/2015,490,1,0,0,0,4908.107
654290,905,4,19/02/2015,1108,1,1,0,0,9684.784
599039,536,5,05/04/2013,989,1,0,0,1,8214.0205
651027,763,7,01/02/2015,0,0,0,0,0,0.14056402
553569,191,6,10/08/2013,694,1,0,0,0,6604.628
271750,957,4,20/02/2014,948,1,1,0,0,8546.189
709864,268,4,04/06/2015,618,1,1,0,0,6265.501
300796,654,6,07/09/2013,266,1,0,0,0,2481.777
413674,612,6,07/09/2013,388,1,0,0,0,3697.7585
8402,747,3,27/08/2014,567,1,0,0,1,5130.4766
310059,656,6,18/05/2013,380,1,0,0,0,3581.2056
319105,368,5,05/04/2013,592,1,0,0,1,5476.6157
689752,959,3,18/09/2013,552,1,0,0,0,4984.942
516276,329,2,03/02/2015,708,1,1,0,0,7478.483
338342,97,3,22/07/2015,535,1,0,0,1,4830.555
666229,314,2,13/08/2013,661,1,1,0,1,7168.0825
8353,463,7,11/01/2015,0,0,0,0,0,0.14056402
386012,258,1,20/05/2013,0,0,0,a,0,-0.33465812
471619,283,3,13/11/2013,621,1,0,0,0,5391.6504
612347,556,1,15/04/2013,754,1,0,0,0,6249.3467
514445,388,5,24/01/2014,1211,1,1,0,0,10695.842
396179,67,3,03/09/2014,837,1,1,0,1,8307.837
590638,725,5,16/01/2015,677,1,1,0,0,6950.2173
683448,219,4,06/06/2013,416,1,1,0,0,4655.2925
218062,1077,2,10/02/2015,479,1,0,0,0,4453.818
706606,322,4,23/05/2013,589,1,0,0,0,5219.032
453487,814,3,20/02/2013,581,1,1,0,1,6292.9097
240904,134,7,30/06/2013,0,0,0,0,0,0.14056402
326681,54,4,11/07/2013,657,1,0,0,0,5758.554
272937,662,5,26/04/2013,854,1,1,0,0,8063.7266
11415,126,7,19/04/2015,0,0,0,0,0,0.14056402
436957,1001,6,30/11/2013,471,1,0,0,0,4695.39
171033,657,4,13/02/2014,598,1,0,0,0,5280.067
632521,590,4,14/03/2013,319,1,0,0,0,3259.305
179002,193,3,25/12/2013,0,0,0,c,1,0.7786884
345971,168,6,21/09/2013,465,1,0,0,0,4544.0137
463457,16,1,22/07/2013,839,1,0,0,0,6736.9604
674866,244,1,04/02/2013,738,1,1,0,0,8205.638
479231,545,7,08/02/2015,0,0,0,0,0,0.14056402
369184,1032,6,19/01/2013,492,1,0,0,0,4908.107
564608,290,5,31/05/2013,987,1,1,0,0,8988.642
421305,548,4,24/01/2013,335,1,1,0,0,3895.1584
312789,733,1,04/08/2014,3508,1,1,0,1,20055.75
548456,654,4,06/06/2013,716,1,1,0,0,7075.933
195259,272,6,04/05/2013,377,1,0,0,0,3539.8787
669573,1017,3,20/03/2013,1176,1,1,0,0,10269.625
599293,708,2,20/05/2014,462,1,1,0,0,5382.135
33900,819,4,08/01/2015,454,1,1,0,0,5028.3926
74619,99,3,26/06/2013,372,1,0,0,0,3780.2397
284898,982,2,10/12/2013,710,1,0,0,0,5970.713
402135,683,5,03/04/2015,0,0,1,b,1,-0.87973064
447277,194,3,16/10/2013,373,1,0,0,0,3780.2397
588164,853,2,30/06/2015,1201,1,1,0,0,11009.377
456931,53,1,28/04/2014,650,1,1,0,1,7696.3955
221701,281,4,07/02/2013,508,1,1,0,0,5524.5244
535271,101,2,02/09/2014,879,1,1,0,0,8640.956
171677,440,5,05/06/2015,769,1,1,0,1,7701.5366
226127,994,2,18/03/2014,435,1,1,0,0,5272.7676
414979,168,2,30/07/2013,930,1,1,0,1,9085.701
500051,48,7,27/10/2013,0,0,0,0,0,0.14056402
329177,652,6,15/02/2014,501,1,0,0,0,4917.0464
541113,934,6,11/01/2014,474,1,0,0,0,4701.917
124681,223,6,29/03/2014,589,1,0,0,0,5748.8584
284177,378,5,26/12/2014,0,0,0,c,1,-1.5875633
90749,865,3,17/07/2013,624,1,1,0,0,6449.1055
237894,466,5,31/01/2014,861,1,0,0,0,7387.537
506152,789,5,14/02/2014,546,1,0,0,0,5261.235
622882,61,7,07/06/2015,0,0,0,0,0,0.14056402
34430,765,4,19/12/2013,1068,1,1,0,0,9467.145
268594,673,1,23/02/2015,500,1,0,0,0,4724.8906
368485,258,3,25/06/2014,444,1,0,0,0,4307.6616
602478,740,3,08/10/2014,499,1,1,0,0,5567.0625
202788,1080,1,16/09/2013,764,1,0,0,0,6288.8916
675955,918,5,20/06/2014,661,1,1,0,0,6727.633
611958,857,6,22/06/2013,1004,1,0,0,0,8350.632
597571,837,1,01/07/2013,482,1,1,0,0,5879.696
317074,516,7,01/03/2015,0,0,0,0,0,0.14056402
380943,446,2,27/05/2014,505,1,0,0,0,4644.35
649251,835,4,30/05/2013,0,0,1,a,0,-0.939353
386136,140,7,03/02/2013,0,0,0,0,0,0.14056402
411910,207,3,14/08/2013,1584,1,1,0,0,12693.663
119756,961,4,29/01/2015,668,1,1,0,0,6710.91
251963,772,2,18/03/2014,507,1,1,0,0,5972.256
292719,1089,2,02/09/2014,1050,1,1,0,0,9842.264
77065,521,3,05/03/2014,421,1,1,0,0,4851.3306
206967,823,5,17/01/2014,600,1,0,0,0,5593.7754
521339,436,6,14/09/2013,426,1,0,0,0,4085.2366
363365,483,7,09/03/2014,0,0,0,0,0,0.14056402
481077,215,2,25/03/2014,333,1,0,0,0,3387.7795
711386,109,5,29/05/2015,802,1,0,0,0,6975.348
66970,858,1,16/12/2013,590,1,1,0,0,6982.418
435729,425,4,05/03/2015,501,1,1,0,0,5437.6797
426284,357,5,24/07/2015,905,1,0,0,1,7709.001
435236,255,1,02/02/2015,575,1,1,0,0,6848.8457
199039,798,6,07/02/2015,343,1,0,0,0,3240.7854
99250,366,6,23/03/2013,304,1,0,0,0,2868.052
580140,534,2,07/04/2015,510,1,0,0,1,4682.1304
254820,179,5,20/06/2014,1176,1,1,0,0,10295.836
155130,258,2,03/09/2013,464,1,0,0,1,4432.122
503682,693,5,29/08/2014,384,1,0,0,1,3784.0618
288534,999,4,24/10/2013,685,1,1,0,1,6912.4507
67050,834,6,19/04/2014,492,1,0,0,0,4908.107
174771,512,4,31/10/2013,1410,1,0,0,1,9705.725
442288,818,2,23/04/2013,662,1,1,0,0,7060.9985
606734,534,6,12/10/2013,606,1,0,0,0,5835.82
431156,1084,2,17/12/2013,1099,1,1,0,0,10017.879
424121,34,2,10/03/2015,861,1,0,0,0,6754.061
557753,101,4,27/03/2014,686,1,0,0,0,5862.4507
520831,187,1,02/03/2015,885,1,1,0,0,9616.687
376589,20,1,23/09/2013,1041,1,1,0,0,10833.546
7670,828,7,26/10/2014,0,0,0,0,0,0.14056402
303546,434,1,12/08/2013,823,1,1,0,1,9331.109
236740,738,1,04/05/2015,864,1,1,0,0,9417.02
145734,351,5,07/03/2014,569,1,1,0,0,6022.3335
134420,1020,4,30/01/2014,905,1,0,0,0,7037.7905
691699,86,7,11/08/2013,0,0,0,0,0,0.14056402
233889,266,3,17/06/2015,573,1,1,0,0,6206.786
653554,608,5,20/06/2014,1024,1,1,0,0,9423.896
481046,708,5,21/02/2014,493,1,1,0,1,5331.8237
423103,734,3,05/02/2014,605,1,1,0,0,6393.4517
693486,776,7,07/06/2015,0,0,0,0,0,0.14056402
90193,1060,2,09/04/2013,853,1,1,0,0,8562.666
119482,182,2,29/04/2014,507,1,1,0,0,5972.256
525167,542,3,16/01/2013,431,1,0,0,0,4240.2573
239754,602,1,06/05/2013,610,1,0,0,0,5392.67
332806,101,4,07/11/2013,777,1,1,0,0,7718.9
142056,784,7,30/06/2013,0,0,0,0,0,0.14056402
673000,679,7,17/11/2013,0,0,0,0,0,0.14056402
567353,535,4,14/08/2014,793,1,0,0,1,6594.6816
696641,844,4,06/02/2014,516,1,1,0,0,5585.8657
628766,595,7,24/05/2015,0,0,0,0,0,0.14056402
544695,25,6,30/03/2013,1831,1,0,0,0,13287.51
652921,416,3,03/12/2014,1819,1,1,0,0,13890.569
436682,539,4,22/01/2015,966,1,0,0,0,7365.153
158580,77,3,28/08/2013,642,1,1,0,0,6623.5024
184394,641,2,09/07/2013,493,1,0,0,0,4613.017
523534,445,6,10/01/2015,1201,1,0,0,0,9846.257
133026,318,5,03/05/2013,822,1,1,0,0,7985.948
296285,394,3,13/11/2013,539,1,0,0,0,4841.278
14477,761,5,07/02/2014,1014,1,1,0,1,9134.19
130799,706,2,28/07/2015,578,1,1,0,0,6521.1123
17306,41,5,28/02/2014,433,1,0,0,0,4342.539
617975,894,1,07/07/2014,958,1,0,0,1,8523.0
668657,169,6,03/05/2014,801,1,0,0,0,7235.995
460228,1012,1,09/06/2014,0,0,0,a,0,-0.33465812
26534,310,4,29/08/2013,868,1,1,0,0,8123.5483
8504,1003,3,22/01/2014,847,1,1,0,0,8264.718
253700,970,3,28/08/2013,429,1,1,0,0,4917.679
586553,239,5,27/09/2013,627,1,1,0,0,6519.744
463307,998,1,16/03/2015,647,1,1,0,0,7459.4756
245670,278,5,14/06/2013,692,1,0,0,0,6224.5425
291128,49,2,26/05/2015,539,1,0,0,1,4838.9897
615053,603,3,28/08/2013,0,0,1,0,1,7.8555837
263461,658,2,30/04/2013,824,1,1,0,0,8462.296
42414,1072,3,06/02/2013,786,1,1,0,0,7752.788
527688,1028,2,22/10/2013,587,1,1,0,1,6639.0854
697845,288,4,18/06/2015,489,1,1,0,0,5405.8857
28136,111,1,30/03/2015,838,1,1,0,1,9237.222
245444,581,2,14/07/2015,703,1,1,0,0,7505.67
394116,979,7,12/05/2013,0,0,0,0,0,0.14056402
601504,644,7,22/02/2015,0,0,0,0,0,0.14056402
349857,589,1,03/06/2013,577,1,1,0,0,6848.8457
658989,295,2,25/02/2014,619,1,0,0,0,5317.1196
73913,388,1,18/02/2013,1586,1,1,0,0,15031.029
579219,9,6,04/10/2014,621,1,0,0,0,6055.354
628094,445,4,29/08/2013,1381,1,1,0,1,11854.896
430442,204,4,05/09/2013,445,1,0,0,1,4359.1924
694123,296,1,06/10/2014,1011,1,1,0,0,10545.585
637678,497,7,24/05/2015,0,0,0,0,0,0.14056402
697006,481,1,18/02/2013,523,1,1,0,0,6268.708
174454,1100,6,06/12/2014,569,1,0,0,0,5613.637
290329,588,6,14/12/2013,614,1,0,0,0,5949.3857
